io	variableGroup	variableName	uri	valueType	allowedVariableValues
output	Variant	10_62094738_A_G	TBD	Number	1
output	Variant	10_62097331_C_T	TBD	Number	1
output	Variant	10_62098952_G_A	TBD	Number	1
output	Variant	10_62099113_C_T	TBD	Number	1
output	Variant	10_62104516_G_A	TBD	Number	1
output	Variant	10_62104704_G_A	TBD	Number	1
output	Variant	10_62105053_C_T	TBD	Number	1
output	Variant	10_62106169_A_G	TBD	Number	1
output	Variant	10_62106319_C_A	TBD	Number	1
output	Variant	10_62106545_A_G	TBD	Number	1
output	Variant	10_62106882_T_C	TBD	Number	1
output	Variant	10_62116047_G_A	TBD	Number	1
output	Variant	10_62119206_C_T	TBD	Number	1
output	Variant	10_62136206_T_G	TBD	Number	1
output	Variant	10_62136279_C_T	TBD	Number	1
output	Variant	10_62146576_T_C	TBD	Number	1
output	Variant	10_62150848_C_T	TBD	Number	1
output	Variant	10_62151015_C_T	TBD	Number	1
output	Variant	10_62152938_G_C	TBD	Number	1
output	Variant	10_62156154_A_G	TBD	Number	1
output	Variant	10_62161618_A_G	TBD	Number	1
output	Variant	10_62179812_C_T	TBD	Number	1
output	Variant	10_62181128_G_A	TBD	Number	1
output	Variant	10_62185494_C_T	TBD	Number	1
output	Variant	10_62222414_T_C	TBD	Number	1
output	Variant	10_62224554_A_G	TBD	Number	1
output	Variant	10_62228327_C_T	TBD	Number	1
output	Variant	10_62250855_G_A	TBD	Number	1
output	Variant	10_62274737_T_G	TBD	Number	1
output	Variant	10_62277121_G_A	TBD	Number	1
output	Variant	10_62277344_A_G	TBD	Number	1
output	Variant	10_62277739_G_A	TBD	Number	1
output	Variant	10_62278812_G_A	TBD	Number	1
output	Variant	10_62279124_C_T	TBD	Number	1
output	Variant	10_62282834_C_T	TBD	Number	1
output	Variant	10_62285338_G_A	TBD	Number	1
output	Variant	10_62288445_T_C	TBD	Number	1
output	Variant	10_62294814_C_T	TBD	Number	1
output	Variant	10_62298616_C_T	TBD	Number	1
output	Variant	10_62300383_A_G	TBD	Number	1
output	Variant	10_62300818_G_A	TBD	Number	1
output	Variant	10_62320330_G_A	TBD	Number	1
output	Variant	10_62322034_T_C	TBD	Number	1
output	Variant	10_62324528_C_T	TBD	Number	1
output	Variant	10_62326687_C_T	TBD	Number	1
output	Variant	10_62334468_G_T	TBD	Number	1
output	Variant	10_62345073_T_C	TBD	Number	1
output	Variant	10_62346638_C_T	TBD	Number	1
output	Variant	10_62359859_A_G	TBD	Number	1
output	Variant	10_62371079_C_T	TBD	Number	1
output	Variant	10_62371953_G_T	TBD	Number	1
output	Variant	10_62375046_G_A	TBD	Number	1
output	Variant	10_62395518_G_A	TBD	Number	1
output	Variant	10_62604856_C_T	TBD	Number	1
output	Variant	10_62608878_G_C	TBD	Number	1
output	Variant	10_64304060_A_C	TBD	Number	1
output	Variant	10_64304083_G_A	TBD	Number	1
output	Variant	10_70511054_G_A	TBD	Number	1
output	Variant	10_72997082_C_T	TBD	Number	1
output	Variant	10_75002527_T_C	TBD	Number	1
output	Variant	10_75538651_C_G	TBD	Number	1
output	Variant	10_75561916_T_C	TBD	Number	1
output	Variant	10_75580014_G_A	TBD	Number	1
output	Variant	10_75586174_G_C	TBD	Number	1
output	Variant	10_80935083_G_C	TBD	Number	1
output	Variant	10_80939219_G_C	TBD	Number	1
output	Variant	10_80942631_A_G	TBD	Number	1
output	Variant	10_80942721_A_G	TBD	Number	1
output	Variant	10_80948593_A_G	TBD	Number	1
output	Variant	10_80948883_T_A	TBD	Number	1
output	Variant	10_80953123_G_C	TBD	Number	1
output	Variant	10_80953436_C_G	TBD	Number	1
output	Variant	10_80961519_T_C	TBD	Number	1
output	Variant	10_80964796_A_C	TBD	Number	1
output	Variant	10_82005853_T_C	TBD	Number	1
output	Variant	10_82059970_G_C	TBD	Number	1
output	Variant	10_82060484_T_A	TBD	Number	1
output	Variant	10_82061071_C_T	TBD	Number	1
output	Variant	10_82061206_C_G	TBD	Number	1
output	Variant	10_82064015_A_G	TBD	Number	1
output	Variant	10_82064104_A_G	TBD	Number	1
output	Variant	10_82064449_T_G	TBD	Number	1
output	Variant	10_82066265_T_C	TBD	Number	1
output	Variant	10_82068404_A_G	TBD	Number	1
output	Variant	10_82071263_T_C	TBD	Number	1
output	Variant	10_82075324_C_G	TBD	Number	1
output	Variant	10_82090339_A_T	TBD	Number	1
output	Variant	10_82095276_G_A	TBD	Number	1
output	Variant	10_82116501_G_C	TBD	Number	1
output	Variant	10_82116960_T_C	TBD	Number	1
output	Variant	10_82119062_G_A	TBD	Number	1
output	Variant	10_82120887_G_A	TBD	Number	1
output	Variant	10_82125230_T_C	TBD	Number	1
output	Variant	10_82127180_A_G	TBD	Number	1
output	Variant	10_82130005_A_G	TBD	Number	1
output	Variant	10_82131453_A_G	TBD	Number	1
output	Variant	10_82131612_C_G	TBD	Number	1
output	Variant	10_82131613_G_A	TBD	Number	1
output	Variant	10_82135457_G_A	TBD	Number	1
output	Variant	10_82135831_A_G	TBD	Number	1
output	Variant	10_82136333_T_C	TBD	Number	1
output	Variant	10_82136856_T_C	TBD	Number	1
output	Variant	10_82137600_A_G	TBD	Number	1
output	Variant	10_82139115_G_A	TBD	Number	1
output	Variant	10_82139732_T_C	TBD	Number	1
output	Variant	10_82139941_T_C	TBD	Number	1
output	Variant	10_82147466_T_C	TBD	Number	1
output	Variant	10_82157446_T_C	TBD	Number	1
output	Variant	10_82161380_G_A	TBD	Number	1
output	Variant	10_82162509_T_C	TBD	Number	1
output	Variant	10_82162768_A_G	TBD	Number	1
output	Variant	10_82164002_A_G	TBD	Number	1
output	Variant	10_82170856_A_G	TBD	Number	1
output	Variant	10_82171559_T_C	TBD	Number	1
output	Variant	10_82172975_C_T	TBD	Number	1
output	Variant	10_82177023_C_A	TBD	Number	1
output	Variant	10_82179689_T_C	TBD	Number	1
output	Variant	10_82179699_G_C	TBD	Number	1
output	Variant	10_82182296_G_A	TBD	Number	1
output	Variant	10_82184770_T_C	TBD	Number	1
output	Variant	10_82191255_T_C	TBD	Number	1
output	Variant	10_82201116_T_C	TBD	Number	1
output	Variant	10_82203663_A_G	TBD	Number	1
output	Variant	10_82214586_A_C	TBD	Number	1
output	Variant	10_82220597_C_T	TBD	Number	1
output	Variant	10_82222178_C_A	TBD	Number	1
output	Variant	10_82222698_T_C	TBD	Number	1
output	Variant	10_82230146_C_T	TBD	Number	1
output	Variant	10_82233542_C_G	TBD	Number	1
output	Variant	10_82234617_C_A	TBD	Number	1
output	Variant	10_82236499_T_G	TBD	Number	1
output	Variant	10_82237348_G_A	TBD	Number	1
output	Variant	10_82238403_C_T	TBD	Number	1
output	Variant	10_82241930_T_C	TBD	Number	1
output	Variant	10_82249108_C_T	TBD	Number	1
output	Variant	10_82249752_G_A	TBD	Number	1
output	Variant	10_82250572_A_G	TBD	Number	1
output	Variant	10_82250831_T_C	TBD	Number	1
output	Variant	10_82251049_A_T	TBD	Number	1
output	Variant	10_82251514_T_C	TBD	Number	1
output	Variant	10_82251544_C_A	TBD	Number	1
output	Variant	10_82251769_G_A	TBD	Number	1
output	Variant	10_82253701_C_A	TBD	Number	1
output	Variant	10_82253984_C_T	TBD	Number	1
output	Variant	10_82257570_T_C	TBD	Number	1
output	Variant	10_82257736_G_A	TBD	Number	1
output	Variant	10_82262407_G_T	TBD	Number	1
output	Variant	10_82262826_C_T	TBD	Number	1
output	Variant	10_82263683_G_C	TBD	Number	1
output	Variant	10_82264423_G_A	TBD	Number	1
output	Variant	10_82265271_A_G	TBD	Number	1
output	Variant	10_82266805_C_T	TBD	Number	1
output	Variant	10_82267850_G_A	TBD	Number	1
output	Variant	10_82267945_A_C	TBD	Number	1
output	Variant	10_82269461_T_C	TBD	Number	1
output	Variant	10_82269611_A_G	TBD	Number	1
output	Variant	10_82269848_C_G	TBD	Number	1
output	Variant	10_82270218_C_T	TBD	Number	1
output	Variant	10_82271341_G_A	TBD	Number	1
output	Variant	10_82273079_T_C	TBD	Number	1
output	Variant	10_82280137_T_G	TBD	Number	1
output	Variant	10_82284512_A_T	TBD	Number	1
output	Variant	10_82499812_G_A	TBD	Number	1
output	Variant	10_84302960_T_C	TBD	Number	1
output	Variant	10_90989279_G_A	TBD	Number	1
output	Variant	10_90991179_C_T	TBD	Number	1
output	Variant	10_90991287_G_A	TBD	Number	1
output	Variant	10_90992204_G_C	TBD	Number	1
output	Variant	10_90992729_C_T	TBD	Number	1
output	Variant	10_90997464_T_C	TBD	Number	1
output	Variant	10_91002804_C_T	TBD	Number	1
output	Variant	10_91002845_C_T	TBD	Number	1
output	Variant	10_91002927_C_T	TBD	Number	1
output	Variant	10_91003419_A_C	TBD	Number	1
output	Variant	10_91004668_C_T	TBD	Number	1
output	Variant	10_91004886_A_G	TBD	Number	1
output	Variant	10_91004916_C_A	TBD	Number	1
output	Variant	10_91005854_C_T	TBD	Number	1
output	Variant	10_91005952_G_A	TBD	Number	1
output	Variant	10_91007360_T_G	TBD	Number	1
output	Variant	10_91007470_C_A	TBD	Number	1
output	Variant	10_91008873_C_T	TBD	Number	1
output	Variant	10_91008879_C_T	TBD	Number	1
output	Variant	10_91010157_A_G	TBD	Number	1
output	Variant	10_91010313_C_T	TBD	Number	1
output	Variant	10_91010479_A_C	TBD	Number	1
output	Variant	10_91011458_C_T	TBD	Number	1
output	Variant	10_91011681_C_T	TBD	Number	1
output	Variant	10_91011692_T_G	TBD	Number	1
output	Variant	10_91014061_A_G	TBD	Number	1
output	Variant	10_91084720_G_A	TBD	Number	1
output	Variant	10_92465036_G_A	TBD	Number	1
output	Variant	10_92513093_A_C	TBD	Number	1
output	Variant	10_92520358_T_G	TBD	Number	1
output	Variant	10_92548763_C_T	TBD	Number	1
output	Variant	10_92587500_C_A	TBD	Number	1
output	Variant	10_92588290_T_C	TBD	Number	1
output	Variant	10_92638014_T_C	TBD	Number	1
output	Variant	10_92658390_A_G	TBD	Number	1
output	Variant	10_92658751_T_C	TBD	Number	1
output	Variant	10_93943900_C_T	TBD	Number	1
output	Variant	10_94202905_G_C	TBD	Number	1
output	Variant	10_94209939_C_T	TBD	Number	1
output	Variant	10_94214580_A_G	TBD	Number	1
output	Variant	10_94216510_T_C	TBD	Number	1
output	Variant	10_94217038_G_A	TBD	Number	1
output	Variant	10_94232247_T_C	TBD	Number	1
output	Variant	10_94257976_C_T	TBD	Number	1
output	Variant	10_94262359_T_A	TBD	Number	1
output	Variant	10_94271176_T_C	TBD	Number	1
output	Variant	10_94272864_C_T	TBD	Number	1
output	Variant	10_94277866_C_A	TBD	Number	1
output	Variant	10_94281685_T_G	TBD	Number	1
output	Variant	10_94290484_A_C	TBD	Number	1
output	Variant	10_94294291_A_G	TBD	Number	1
output	Variant	10_94305189_A_G	TBD	Number	1
output	Variant	10_94308253_T_C	TBD	Number	1
output	Variant	10_94311815_G_A	TBD	Number	1
output	Variant	10_94311924_T_C	TBD	Number	1
output	Variant	10_94319332_T_C	TBD	Number	1
output	Variant	10_94321973_C_G	TBD	Number	1
output	Variant	10_94324728_T_C	TBD	Number	1
output	Variant	10_94325511_C_T	TBD	Number	1
output	Variant	10_94331139_T_C	TBD	Number	1
output	Variant	10_94331341_G_A	TBD	Number	1
output	Variant	10_94333955_A_G	TBD	Number	1
output	Variant	10_94335799_A_G	TBD	Number	1
output	Variant	10_94336963_G_A	TBD	Number	1
output	Variant	10_94340705_C_G	TBD	Number	1
output	Variant	10_94342663_C_T	TBD	Number	1
output	Variant	10_94344415_C_T	TBD	Number	1
output	Variant	10_94345909_G_A	TBD	Number	1
output	Variant	10_94347830_G_A	TBD	Number	1
output	Variant	10_94350681_G_A	TBD	Number	1
output	Variant	10_94354204_T_G	TBD	Number	1
output	Variant	10_94362928_G_A	TBD	Number	1
output	Variant	10_94364882_C_T	TBD	Number	1
output	Variant	10_94367230_A_G	TBD	Number	1
output	Variant	10_94368178_G_A	TBD	Number	1
output	Variant	10_94374377_C_T	TBD	Number	1
output	Variant	10_94374891_T_C	TBD	Number	1
output	Variant	10_94379223_G_A	TBD	Number	1
output	Variant	10_94382950_T_C	TBD	Number	1
output	Variant	10_94387334_T_C	TBD	Number	1
output	Variant	10_94387676_T_A	TBD	Number	1
output	Variant	10_94394402_T_G	TBD	Number	1
output	Variant	10_94395393_T_C	TBD	Number	1
output	Variant	10_94395748_A_C	TBD	Number	1
output	Variant	10_94398118_A_G	TBD	Number	1
output	Variant	10_94406237_A_T	TBD	Number	1
output	Variant	10_94409800_C_T	TBD	Number	1
output	Variant	10_94414263_A_C	TBD	Number	1
output	Variant	10_94414567_A_T	TBD	Number	1
output	Variant	10_94415078_A_C	TBD	Number	1
output	Variant	10_94416229_T_G	TBD	Number	1
output	Variant	10_94418425_G_A	TBD	Number	1
output	Variant	10_94424073_T_G	TBD	Number	1
output	Variant	10_94424422_G_A	TBD	Number	1
output	Variant	10_94430525_A_G	TBD	Number	1
output	Variant	10_94432000_C_T	TBD	Number	1
output	Variant	10_94436851_T_C	TBD	Number	1
output	Variant	10_94444856_G_A	TBD	Number	1
output	Variant	10_94446041_G_A	TBD	Number	1
output	Variant	10_94460650_T_C	TBD	Number	1
output	Variant	10_94460687_C_G	TBD	Number	1
output	Variant	10_94462427_T_C	TBD	Number	1
output	Variant	10_94462882_C_T	TBD	Number	1
output	Variant	10_94463945_G_A	TBD	Number	1
output	Variant	10_94464307_G_T	TBD	Number	1
output	Variant	10_94466495_G_C	TBD	Number	1
output	Variant	10_94468643_T_C	TBD	Number	1
output	Variant	10_94477219_T_A	TBD	Number	1
output	Variant	10_94479107_A_G	TBD	Number	1
output	Variant	10_94480334_C_T	TBD	Number	1
output	Variant	10_94481917_G_A	TBD	Number	1
output	Variant	10_94482076_C_T	TBD	Number	1
output	Variant	10_94485211_A_C	TBD	Number	1
output	Variant	10_94487801_G_A	TBD	Number	1
output	Variant	10_94490174_T_C	TBD	Number	1
output	Variant	10_94492716_C_T	TBD	Number	1
output	Variant	10_94495753_C_A	TBD	Number	1
output	Variant	10_94498436_T_C	TBD	Number	1
output	Variant	10_94530426_G_T	TBD	Number	1
output	Variant	10_94839642_G_A	TBD	Number	1
output	Variant	10_94839724_G_T	TBD	Number	1
output	Variant	10_96231169_G_A	TBD	Number	1
output	Variant	10_96387079_A_G	TBD	Number	1
output	Variant	10_96407511_C_T	TBD	Number	1
output	Variant	10_96700537_C_T	TBD	Number	1
output	Variant	10_96732731_T_G	TBD	Number	1
output	Variant	10_98528055_G_A	TBD	Number	1
output	Variant	10_99167255_G_A	TBD	Number	1
output	Variant	10_101334019_G_T	TBD	Number	1
output	Variant	10_101334849_C_A	TBD	Number	1
output	Variant	10_104285086_C_T	TBD	Number	1
output	Variant	10_104287359_T_G	TBD	Number	1
output	Variant	10_104293127_G_A	TBD	Number	1
output	Variant	10_104297791_T_C	TBD	Number	1
output	Variant	10_104301926_G_A	TBD	Number	1
output	Variant	10_104305119_C_T	TBD	Number	1
output	Variant	10_104308446_C_T	TBD	Number	1
output	Variant	10_104317785_T_G	TBD	Number	1
output	Variant	10_104320898_C_G	TBD	Number	1
output	Variant	10_104334822_A_C	TBD	Number	1
output	Variant	10_104334874_G_C	TBD	Number	1
output	Variant	10_104338370_C_G	TBD	Number	1
output	Variant	10_104342206_C_T	TBD	Number	1
output	Variant	10_104345225_G_A	TBD	Number	1
output	Variant	10_104359350_T_C,G	TBD	Number	1
output	Variant	10_104361711_C_T	TBD	Number	1
output	Variant	10_104384029_G_A	TBD	Number	1
output	Variant	10_104384337_A_G	TBD	Number	1
output	Variant	10_104386934_T_C	TBD	Number	1
output	Variant	10_104390303_A_G	TBD	Number	1
output	Variant	10_104391627_A_G	TBD	Number	1
output	Variant	10_104400133_C_T	TBD	Number	1
output	Variant	10_104401218_A_C	TBD	Number	1
output	Variant	10_104401486_A_T	TBD	Number	1
output	Variant	10_104401632_T_C	TBD	Number	1
output	Variant	10_104401721_G_A	TBD	Number	1
output	Variant	10_104412308_C_T	TBD	Number	1
output	Variant	10_104419465_G_T	TBD	Number	1
output	Variant	10_104420018_A_G	TBD	Number	1
output	Variant	10_104426177_G_A	TBD	Number	1
output	Variant	10_104429639_G_A	TBD	Number	1
output	Variant	10_104430251_G_A	TBD	Number	1
output	Variant	10_104436641_C_T	TBD	Number	1
output	Variant	10_104449444_C_T	TBD	Number	1
output	Variant	10_104456686_T_C	TBD	Number	1
output	Variant	10_104464657_T_C	TBD	Number	1
output	Variant	10_104464763_G_A	TBD	Number	1
output	Variant	10_104467609_G_C	TBD	Number	1
output	Variant	10_104471975_T_A	TBD	Number	1
output	Variant	10_104498846_T_C	TBD	Number	1
output	Variant	10_104504564_C_T	TBD	Number	1
output	Variant	10_104520277_G_A	TBD	Number	1
output	Variant	10_104570118_T_C	TBD	Number	1
output	Variant	10_104572276_A_G	TBD	Number	1
output	Variant	10_104574642_T_A	TBD	Number	1
output	Variant	10_104578531_G_C	TBD	Number	1
output	Variant	10_104583395_T_G	TBD	Number	1
output	Variant	10_104585405_A_T	TBD	Number	1
output	Variant	10_104591393_G_T	TBD	Number	1
output	Variant	10_104592675_G_C	TBD	Number	1
output	Variant	10_104594507_A_G	TBD	Number	1
output	Variant	10_104595420_T_G	TBD	Number	1
output	Variant	10_104595719_C_T	TBD	Number	1
output	Variant	10_104595849_G_C	TBD	Number	1
output	Variant	10_104596396_C_T	TBD	Number	1
output	Variant	10_104596924_C_A,T	TBD	Number	1
output	Variant	10_104596981_G_A	TBD	Number	1
output	Variant	10_104597152_A_G,T	TBD	Number	1
output	Variant	10_104598322_A_G	TBD	Number	1
output	Variant	10_104598995_G_A	TBD	Number	1
output	Variant	10_104599323_G_A	TBD	Number	1
output	Variant	10_104601565_A_T	TBD	Number	1
output	Variant	10_104602215_T_C	TBD	Number	1
output	Variant	10_104603588_A_G	TBD	Number	1
output	Variant	10_104604563_C_T	TBD	Number	1
output	Variant	10_104604916_T_G	TBD	Number	1
output	Variant	10_104605892_G_A	TBD	Number	1
output	Variant	10_104606060_T_C	TBD	Number	1
output	Variant	10_104606636_C_T	TBD	Number	1
output	Variant	10_104609365_T_C	TBD	Number	1
output	Variant	10_104609466_T_C	TBD	Number	1
output	Variant	10_104609676_T_C	TBD	Number	1
output	Variant	10_104610926_G_T	TBD	Number	1
output	Variant	10_104612335_T_A	TBD	Number	1
output	Variant	10_104612941_G_A	TBD	Number	1
output	Variant	10_104613020_G_A	TBD	Number	1
output	Variant	10_104613361_A_G	TBD	Number	1
output	Variant	10_104614350_C_T	TBD	Number	1
output	Variant	10_104616663_T_C	TBD	Number	1
output	Variant	10_104618695_A_G	TBD	Number	1
output	Variant	10_104621068_A_G	TBD	Number	1
output	Variant	10_104624072_G_A	TBD	Number	1
output	Variant	10_104624475_T_G	TBD	Number	1
output	Variant	10_104625237_A_G	TBD	Number	1
output	Variant	10_104625886_G_A	TBD	Number	1
output	Variant	10_104625970_C_T	TBD	Number	1
output	Variant	10_104627230_G_T	TBD	Number	1
output	Variant	10_104628234_T_C	TBD	Number	1
output	Variant	10_104628873_A_G	TBD	Number	1
output	Variant	10_104630412_A_T	TBD	Number	1
output	Variant	10_104635344_G_C	TBD	Number	1
output	Variant	10_104636276_C_T	TBD	Number	1
output	Variant	10_104636655_G_C	TBD	Number	1
output	Variant	10_104637508_T_C	TBD	Number	1
output	Variant	10_104637864_G_C	TBD	Number	1
output	Variant	10_104637992_A_G	TBD	Number	1
output	Variant	10_104638480_C_T	TBD	Number	1
output	Variant	10_104642237_T_G	TBD	Number	1
output	Variant	10_104649383_T_G	TBD	Number	1
output	Variant	10_104652323_C_T	TBD	Number	1
output	Variant	10_104655350_T_C	TBD	Number	1
output	Variant	10_104656039_G_A	TBD	Number	1
output	Variant	10_104657248_A_G	TBD	Number	1
output	Variant	10_104657469_C_A	TBD	Number	1
output	Variant	10_104659852_T_C	TBD	Number	1
output	Variant	10_104660004_A_G	TBD	Number	1
output	Variant	10_104660256_G_A	TBD	Number	1
output	Variant	10_104660688_A_G	TBD	Number	1
output	Variant	10_104661245_C_T	TBD	Number	1
output	Variant	10_104661484_T_C	TBD	Number	1
output	Variant	10_104661881_C_A	TBD	Number	1
output	Variant	10_104662215_C_T	TBD	Number	1
output	Variant	10_104662458_T_C	TBD	Number	1
output	Variant	10_104665267_A_C	TBD	Number	1
output	Variant	10_104665997_C_G	TBD	Number	1
output	Variant	10_104666757_G_A	TBD	Number	1
output	Variant	10_104667406_C_T	TBD	Number	1
output	Variant	10_104673097_G_A	TBD	Number	1
output	Variant	10_104677126_C_T	TBD	Number	1
output	Variant	10_104679978_C_T	TBD	Number	1
output	Variant	10_104680137_T_A	TBD	Number	1
output	Variant	10_104681143_A_G	TBD	Number	1
output	Variant	10_104682602_G_A	TBD	Number	1
output	Variant	10_104684392_T_A	TBD	Number	1
output	Variant	10_104684544_G_A	TBD	Number	1
output	Variant	10_104685299_C_A	TBD	Number	1
output	Variant	10_104689665_A_T	TBD	Number	1
output	Variant	10_104692633_C_A	TBD	Number	1
output	Variant	10_104693917_G_A	TBD	Number	1
output	Variant	10_104694654_G_A	TBD	Number	1
output	Variant	10_104697516_G_A	TBD	Number	1
output	Variant	10_104697781_C_T	TBD	Number	1
output	Variant	10_104707016_A_T	TBD	Number	1
output	Variant	10_104707537_G_A	TBD	Number	1
output	Variant	10_104713076_C_T	TBD	Number	1
output	Variant	10_104713113_A_C	TBD	Number	1
output	Variant	10_104713162_C_T	TBD	Number	1
output	Variant	10_104719096_G_A	TBD	Number	1
output	Variant	10_104721126_A_T	TBD	Number	1
output	Variant	10_104721962_G_C	TBD	Number	1
output	Variant	10_104723620_T_C	TBD	Number	1
output	Variant	10_104729249_G_A	TBD	Number	1
output	Variant	10_104739179_T_C	TBD	Number	1
output	Variant	10_104741031_C_T	TBD	Number	1
output	Variant	10_104741114_A_C	TBD	Number	1
output	Variant	10_104748009_G_A	TBD	Number	1
output	Variant	10_104752960_G_A	TBD	Number	1
output	Variant	10_104755431_G_A	TBD	Number	1
output	Variant	10_104764271_T_C	TBD	Number	1
output	Variant	10_104765494_T_G	TBD	Number	1
output	Variant	10_104766120_C_T	TBD	Number	1
output	Variant	10_104766891_C_T	TBD	Number	1
output	Variant	10_104769275_A_C	TBD	Number	1
output	Variant	10_104769392_T_A	TBD	Number	1
output	Variant	10_104769709_T_C	TBD	Number	1
output	Variant	10_104771922_A_G	TBD	Number	1
output	Variant	10_104773364_C_T	TBD	Number	1
output	Variant	10_104775908_G_A	TBD	Number	1
output	Variant	10_104776205_C_T	TBD	Number	1
output	Variant	10_104776527_G_A	TBD	Number	1
output	Variant	10_104778812_C_T	TBD	Number	1
output	Variant	10_104780038_G_A	TBD	Number	1
output	Variant	10_104784918_C_T	TBD	Number	1
output	Variant	10_104789475_T_G	TBD	Number	1
output	Variant	10_104789580_G_A	TBD	Number	1
output	Variant	10_104793648_T_C	TBD	Number	1
output	Variant	10_104793904_C_T	TBD	Number	1
output	Variant	10_104794086_G_T	TBD	Number	1
output	Variant	10_104806898_G_C	TBD	Number	1
output	Variant	10_104811203_T_C	TBD	Number	1
output	Variant	10_104811699_C_T	TBD	Number	1
output	Variant	10_104812897_A_G	TBD	Number	1
output	Variant	10_104814162_T_C	TBD	Number	1
output	Variant	10_104815827_A_G	TBD	Number	1
output	Variant	10_104824387_G_A	TBD	Number	1
output	Variant	10_104825665_C_G	TBD	Number	1
output	Variant	10_104829102_G_A	TBD	Number	1
output	Variant	10_104829469_C_T	TBD	Number	1
output	Variant	10_104830819_A_G	TBD	Number	1
output	Variant	10_104835919_C_T	TBD	Number	1
output	Variant	10_104836047_T_C	TBD	Number	1
output	Variant	10_104836511_A_G	TBD	Number	1
output	Variant	10_104839152_T_C	TBD	Number	1
output	Variant	10_104840967_A_G	TBD	Number	1
output	Variant	10_104841479_C_T	TBD	Number	1
output	Variant	10_104844872_T_C	TBD	Number	1
output	Variant	10_104846178_T_C	TBD	Number	1
output	Variant	10_104848123_G_A	TBD	Number	1
output	Variant	10_104848430_C_T	TBD	Number	1
output	Variant	10_104849116_G_C	TBD	Number	1
output	Variant	10_104849468_G_A	TBD	Number	1
output	Variant	10_104850632_G_A	TBD	Number	1
output	Variant	10_104850835_A_G	TBD	Number	1
output	Variant	10_104851301_G_T	TBD	Number	1
output	Variant	10_104851889_T_C	TBD	Number	1
output	Variant	10_104851912_C_T	TBD	Number	1
output	Variant	10_104856162_G_A	TBD	Number	1
output	Variant	10_104857523_A_C	TBD	Number	1
output	Variant	10_104864614_C_G	TBD	Number	1
output	Variant	10_104864678_G_A	TBD	Number	1
output	Variant	10_104867686_C_T	TBD	Number	1
output	Variant	10_104869038_T_C	TBD	Number	1
output	Variant	10_104871204_A_G	TBD	Number	1
output	Variant	10_104871279_T_G	TBD	Number	1
output	Variant	10_104871361_A_G	TBD	Number	1
output	Variant	10_104873761_G_C	TBD	Number	1
output	Variant	10_104877302_T_C	TBD	Number	1
output	Variant	10_104878543_C_T	TBD	Number	1
output	Variant	10_104883337_A_G	TBD	Number	1
output	Variant	10_104884208_T_C	TBD	Number	1
output	Variant	10_104886374_G_A	TBD	Number	1
output	Variant	10_104897254_G_T	TBD	Number	1
output	Variant	10_104897901_T_C	TBD	Number	1
output	Variant	10_104897985_T_C	TBD	Number	1
output	Variant	10_104898126_C_T	TBD	Number	1
output	Variant	10_104898337_C_T	TBD	Number	1
output	Variant	10_104901031_A_G	TBD	Number	1
output	Variant	10_104901491_T_C	TBD	Number	1
output	Variant	10_104903372_T_G	TBD	Number	1
output	Variant	10_104903384_T_G	TBD	Number	1
output	Variant	10_104906211_T_C	TBD	Number	1
output	Variant	10_104910959_G_A	TBD	Number	1
output	Variant	10_104913653_G_A	TBD	Number	1
output	Variant	10_104913940_T_C	TBD	Number	1
output	Variant	10_104920232_A_G	TBD	Number	1
output	Variant	10_104925829_A_C	TBD	Number	1
output	Variant	10_104928914_T_A	TBD	Number	1
output	Variant	10_104929716_T_C	TBD	Number	1
output	Variant	10_104931584_G_C	TBD	Number	1
output	Variant	10_104939215_T_C	TBD	Number	1
output	Variant	10_104940946_T_C	TBD	Number	1
output	Variant	10_104942244_T_G	TBD	Number	1
output	Variant	10_104943048_A_C	TBD	Number	1
output	Variant	10_104945823_G_A	TBD	Number	1
output	Variant	10_104950197_C_T	TBD	Number	1
output	Variant	10_104952499_C_T	TBD	Number	1
output	Variant	10_104953547_T_C	TBD	Number	1
output	Variant	10_104957629_T_A	TBD	Number	1
output	Variant	10_104958900_G_A	TBD	Number	1
output	Variant	10_104959188_G_T	TBD	Number	1
output	Variant	10_104959852_C_A	TBD	Number	1
output	Variant	10_104960464_C_T	TBD	Number	1
output	Variant	10_105059896_T_C	TBD	Number	1
output	Variant	10_105224066_G_A	TBD	Number	1
output	Variant	10_105225201_C_T	TBD	Number	1
output	Variant	10_105226538_T_C	TBD	Number	1
output	Variant	10_105245981_T_C	TBD	Number	1
output	Variant	10_105269873_A_G	TBD	Number	1
output	Variant	10_105282664_G_A	TBD	Number	1
output	Variant	10_105297770_C_G	TBD	Number	1
output	Variant	10_105299476_G_A	TBD	Number	1
output	Variant	10_105299611_T_C	TBD	Number	1
output	Variant	10_105322373_C_T	TBD	Number	1
output	Variant	10_105324774_C_T	TBD	Number	1
output	Variant	10_105331761_G_A	TBD	Number	1
output	Variant	10_105349816_G_A	TBD	Number	1
output	Variant	10_105350447_C_T	TBD	Number	1
output	Variant	10_105352990_G_T	TBD	Number	1
output	Variant	10_105362104_G_A	TBD	Number	1
output	Variant	10_105377349_C_T	TBD	Number	1
output	Variant	10_106202953_C_A	TBD	Number	1
output	Variant	10_111688424_C_T	TBD	Number	1
output	Variant	10_113186618_A_G	TBD	Number	1
output	Variant	10_114612972_C_T	TBD	Number	1
