Symbol	GeneID
KRCC1	51315
PLAC8	51316
PHF21A	51317
MRPL35	51318
RSRC1	51319
MEX3C	51320
AMZ2	51321
WAC	51322
SPG21	51324
ARL17A	51326
AHSP	51327
ARL6IP4	51329
TNFRSF12A	51330
SPTBN5	51332
ZNF771	51333
PRR16	51334
NGRN	51335
THEM6	51337
MS4A4A	51338
DACT1	51339
CRNKL1	51340
ZBTB7A	51341
FZR1	51343
TAOK3	51347
KLRF1	51348
KRT76	51350
ZNF117	51351
MBTPS2	51360
HOOK1	51361
CDC40	51362
CHST15	51363
ZMYND10	51364
PLA1A	51365
UBR5	51366
POP5	51367
TEX264	51368
POMP	51371
TMA7	51372
MRPS17	51373
ATRAID	51374
SNX7	51375
UCHL5	51377
ANGPT4	51378
CRLF3	51379
CSAD	51380
ATP6V1D	51382
WNT16	51384
ZNF589	51385
EIF3L	51386
NIP7	51388
RWDD1	51389
AIG1	51390
TRPV2	51393
COMMD10	51397
WDR83OS	51398
TRAPPC4	51399
PPME1	51400
NOL7	51406
HEMK1	51409
BIN2	51411
ACTL6B	51412
AMOTL2	51421
PRKAG2	51422
POLK	51426
ZNF107	51427
DDX41	51428
SNX9	51429
SUCO	51430
ANAPC5	51433
ANAPC7	51434
SCARA3	51435
MAGEC2	51438
FAM8A1	51439
HPCAL4	51440
YTHDF2	51441
VGLL1	51442
RNF138	51444
IP6K2	51447
PCYOX1	51449
PRRX2	51450
LCMT1	51451
GULP1	51454
REV1	51455
RHCG	51458
SFMBT1	51460
GPR89C	51463
GPR89B	51463
UBE2J1	51465
EVL	51466
DCDC2	51473
LIMA1	51474
CABP2	51475
ISYNA1	51477
HSD17B7	51478
ANKFY1	51479
VCX2	51480
VCX3A	51481
C9orf114	51490
NOP16	51491
PTPLAD1	51495
CTDSPL2	51496
NELFCD	51497
TRIAP1	51499
C11orf73	51501
TRMT112	51504
UFC1	51506
RTFDC1	51507
CHMP5	51510
GTSE1	51512
ETV7	51513
DTL	51514
NCKIPSD	51517
LARS	51520
TMEM14C	51522
CXXC5	51523
TMEM138	51524
GSKIP	51527
JKAMP	51528
ANAPC11	51529
ZC3HC1	51530
C9orf156	51531
PHF7	51533
VTA1	51534
PPHLN1	51535
MTFP1	51537
ZCCHC17	51538
SCLY	51540
VPS54	51542
ZNF581	51545
SIRT7	51547
SIRT6	51548
CINP	51550
RAB14	51552
PEX5L	51555
LGSN	51557
NT5DC3	51559
RAB6B	51560
IL23A	51561
MBIP	51562
HDAC7	51564
ARMCX3	51566
TDP2	51567
UFM1	51569
FAM49B	51571
GDE1	51573
LARP7	51574
ESF1	51575
AZIN1	51582
PCF11	51585
MED15	51586
PIAS4	51588
TRIM33	51592
SRRT	51593
NBAS	51594
CUTA	51596
LSR	51599
LIPT1	51601
NOP58	51602
METTL13	51603
PIGT	51604
TRMT6	51605
ATP6V1H	51606
GET4	51608
DPH5	51611
ERGIC3	51614
TAF9B	51616
UBE2D4	51619
KLF13	51621
CCZ1	51622
DYNC2LI1	51626
SLC25A39	51629
LUC7L2	51631
OTUD6B	51633
RBMX2	51634
DHRS7	51635
C14orf166	51637
MRPL48	51642
TMBIM4	51643
PPIL1	51645
YPEL5	51646
FAM96B	51647
MRPS23	51649
MRPS33	51650
PTRH2	51651
CHMP3	51652
CDK5RAP1	51654
RASD1	51655
STYXL1	51657
GINS2	51659
MPC1	51660
FKBP7	51661
ZFR	51663
ASB1	51665
ASB4	51666
NUB1	51667
HSPB11	51668
TMEM66	51669
TPPP3	51673
ASB2	51676
MPP6	51678
SUFU	51684
OAZ3	51686
LSM7	51690
CPSF3	51692
TRAPPC2L	51693
HECA	51696
VPS29	51699
CYB5R2	51700
NLK	51701
PADI3	51702
ACSL5	51703
GPRC5B	51704
EMCN	51705
CYB5R1	51706
ZNF44	51710
RAB23	51715
CAB39	51719
UIMC1	51720
FBXO40	51725
DNAJB11	51726
CMPK1	51727
POLR3K	51728
WBP11	51729
UPB1	51733
MSRB1	51734
RAPGEF6	51735
GHRL	51738
WWOX	51741
ARID4B	51742
CD244	51744
LUC7L3	51747
RTEL1	51750
HIGD1B	51751
ERAP1	51752
TMEM8B	51754
CDK12	51755
C9orf78	51759
SYT17	51760
ATP8A2	51761
RAB8B	51762
INPP5K	51763
GNG13	51764
TM7SF3	51768
RSF1	51773
MYOZ2	51778
KDM3B	51780
ASIC5	51802
SIX4	51804
COQ3	51805
CALML5	51806
TUBA8	51807
PHAX	51808
GALNT7	51809
CECR1	51816
BCL11A	53335
CPXCR1	53336
BTBD1	53339
SPA17	53340
IL17D	53342
NUDT9	53343
CHIC1	53344
TM6SF2	53345
TM6SF1	53346
UBASH3A	53347
ZFYVE1	53349
LRP1B	53353
PANK1	53354
SHC3	53358
NUP54	53371
TPCN1	53373
CLIC5	53405
STX18	53407
MBD3	53615
ADAM22	53616
BCMO1	53630
PRKAG3	53632
PTOV1	53635
S1PR5	53637
FXYD7	53822
FXYD6	53826
FXYD5	53827
P2RY13	53829
GPR84	53831
IL20RA	53832
IL20RB	53833
FGFRL1	53834
GPR87	53836
C11orf24	53838
TRIM34	53840
CDHR5	53841
CLDN22	53842
MYO3A	53904
DUOX1	53905
RAB4B	53916
RAB24	53917
PELO	53918
SLCO1C1	53919
PPIL3	53938
FTHL17	53940
CNTN5	53942
CSNK1G1	53944
A4GALT	53947
CPSF2	53981
BRWD1	54014
SLC37A1	54020
RBM11	54033
PCBP3	54039
C21orf58	54058
YBEY	54059
SMIM11	54065
C21orf49	54067
MIS18A	54069
TSPEAR	54084
SETD4	54093
FAM3B	54097
RIPK4	54101
CLIC6	54102
GSAP	54103
TLR9	54106
POLE3	54107
CHRAC1	54108
GPR88	54112
MRPL39	54148
C21orf91	54149
DCUN1D1	54165
NANS	54187
CYCS	54205
ERRFI1	54206
KCNK10	54207
TREM2	54209
TREM1	54210
SNTG1	54212
SNTG2	54221
GPR173	54328
GPR85	54329
GNG2	54331
GDAP1	54332
DPM3	54344
SOX18	54345
UNC93A	54346
CYTL1	54360
WNT4	54361
HAO1	54363
TERF2IP	54386
SLC38A2	54407
NLGN3	54413
SIAE	54414
TAS2R5	54429
DNAJC10	54431
YIPF1	54432
GAR1	54433
SSH1	54434
SH3TC1	54436
SEMA5B	54437
GFOD1	54438
RBM27	54439
SASH3	54440
KCTD5	54442
ANLN	54443
RIN2	54453
ATAD2B	54454
FBXO42	54455
MOV10L1	54456
TAF7L	54457
PRR13	54458
MRPS21	54460
FBXW5	54461
CCSER2	54462
FAM134B	54463
XRN1	54464
ETAA1	54465
SPIN2A	54466
ANKIB1	54467
MIOS	54468
ZFAND6	54469
ARMCX6	54470
TOLLIP	54472
KRT20	54474
NLE1	54475
RNF216	54476
PLEKHA5	54477
FAM64A	54478
CHPF2	54480
TRMT13	54482
DGCR8	54487
UGT2B28	54490
FAM105A	54491
NEURL1B	54492
C11orf71	54494
TMX3	54495
PRMT7	54496
HEATR5B	54497
SMOX	54498
TMCO1	54499
RBM47	54502
ZDHHC13	54503
CPVL	54504
DHX29	54505
ADAMTSL4	54507
RHOF	54509
PCDH18	54510
HMGCLL1	54511
EXOSC4	54512
DDX4	54514
MTRF1L	54516
PUS7	54517
APBB1IP	54518
CCDC93	54520
WDR44	54521
ANKRD16	54522
ASNSD1	54529
MIER2	54531
USP53	54532
MRPL50	54534
CCHCR1	54535
EXOC6	54536
FAM35A	54537
ROBO4	54538
NDUFB11	54539
FAM193B	54540
DDIT4	54541
RC3H2	54542
TOMM7	54543
CRCT1	54544
MTMR12	54545
RNF186	54546
SDK2	54549
NECAB2	54550
MAGEL2	54551
GNL3L	54552
WDR5B	54554
DDX49	54555
ING3	54556
SGTB	54557
SPATA6	54558
EPB41L4B	54566
DLL4	54567
UGT1A10	54575
UGT1A8	54576
UGT1A7	54577
UGT1A6	54578
UGT1A5	54579
EGLN1	54583
GNB1L	54584
LZTFL1	54585
EQTN	54586
MXRA8	54587
L1TD1	54596
UGT1A9	54600
NDFIP2	54602
DDX56	54606
INO80	54617
CCNJ	54619
FBXL19	54620
VSIG10	54621
ARL15	54622
PAF1	54623
PARP14	54625
HES2	54626
MAP10	54627
FAM63B	54629
UGT1A4	54657
UGT1A1	54658
UGT1A3	54659
PCDHB17	54661
TBC1D13	54662
WDR74	54663
TMEM106B	54664
RSBN1	54665
LRRN3	54674
CRLS1	54675
GTPBP2	54676
CROT	54677
ZNHIT6	54680
P4HTM	54681
MANSC1	54682
RRN3	54700
PDP1	54704
GPN2	54707
MARCH5	54708
CNGB3	54714
RBFOX1	54715
SLC6A20	54716
OTUD4	54726
NKX1-1	54729
TMED9	54732
SLC35F2	54733
RAB39A	54734
MPHOSPH8	54737
FEV	54738
XAF1	54739
LEPROT	54741
LY6K	54742
EPDR1	54749
FBLIM1	54751
FNDC8	54752
ZNF853	54753
IL17RD	54756
FAM20A	54757
KLHDC4	54758
PCSK4	54760
GRAMD1C	54762
ROPN1	54763
ZRANB1	54764
TRIM44	54765
BTG4	54766
HYDIN	54768
DIRAS2	54769
PPP1R12C	54776
TTC40	54777
RNF111	54778
NSMCE4A	54780
ALKBH4	54784
C17orf59	54785
DNAJB12	54788
TET2	54790
KCTD9	54793
TRPM4	54795
BNC2	54796
MED18	54797
DCHS2	54798
MBTD1	54799
KLHL24	54800
HAUS6	54801
TRIT1	54802
CNNM2	54805
AHI1	54806
ZNF586	54807
DYM	54808
SAMD9	54809
GIPC2	54810
ZNF562	54811
AFTPH	54812
KLHL28	54813
QPCTL	54814
GATAD2A	54815
ZNF280D	54816
ZCCHC10	54819
NDE1	54820
ERCC6L	54821
TRPM7	54822
SWT1	54823
CDHR2	54825
GIN1	54826
NXPE4	54827
BCAS3	54828
ASPN	54829
NUP62CL	54830
BEST2	54831
VPS13C	54832
GDAP2	54834
BSPRY	54836
WBP1L	54838
LRRC49	54839
APTX	54840
BIVM	54841
MFSD6	54842
SYTL2	54843
ESRP1	54845
SIDT1	54847
ARHGEF38	54848
DEF8	54849
FBXL12	54850
ANKRD49	54851
PAQR5	54852
WDR55	54853
FAM83E	54854
FAM46C	54855
GON4L	54856
GDPD2	54857
PGPEP1	54858
ELP6	54859
MS4A12	54860
SNRK	54861
CC2D1A	54862
TOR4A	54863
GPATCH4	54865
PPP1R14D	54866
TMEM214	54867
TMEM104	54868
EPS8L1	54869
QRICH1	54870
PIGG	54872
PALMD	54873
FNBP1L	54874
CNTLN	54875
DCAF16	54876
ZCCHC2	54877
DPP8	54878
ST7L	54879
BCOR	54880
TEX10	54881
ANKHD1	54882
CWC25	54883
RETSAT	54884
TBC1D8B	54885
UHRF1BP1	54887
NSUN2	54888
ALKBH5	54890
INO80D	54891
NCAPG2	54892
MTMR10	54893
RNF43	54894
PQLC2	54896
CASZ1	54897
ELOVL2	54898
PXK	54899
LAX1	54900
CDKAL1	54901
TTC19	54902
MKS1	54903
WHSC1L1	54904
CYP2W1	54905
FAM208B	54906
SPDL1	54908
SEMA4C	54910
RPP25	54913
FOCAD	54914
YTHDF1	54915
TMEM260	54916
CMTM6	54918
HEATR2	54919
CHTF8	54921
RASIP1	54922
LIME1	54923
ZSCAN32	54925
UBE2R2	54926
CHCHD3	54927
IMPAD1	54928
TMEM161A	54929
HAUS4	54930
TRMT10C	54931
EXD3	54932
RHBDL2	54933
KANSL2	54934
DUSP23	54935
ADPRHL2	54936
SOHLH2	54937
SARS2	54938
COMMD4	54939
OCIAD1	54940
RNF125	54941
FAM206A	54942
DNAJC28	54943
SLC41A3	54946
LPCAT2	54947
MRPL16	54948
SDHAF2	54949
COMMD8	54951
TRNAU1AP	54952
C1orf27	54953
FAM120C	54954
C1orf109	54955
PARP16	54956
TXNL4B	54957
TMEM160	54958
ODAM	54959
GEMIN8	54960
SSH3	54961
TIPIN	54962
UCKL1	54963
C1orf56	54964
PIGX	54965
CXorf48	54967
TMEM70	54968
C4orf27	54969
TTC12	54970
BANP	54971
TMEM132A	54972
CPSF3L	54973
THG1L	54974
C20orf27	54976
SLC25A38	54977
SLC35F6	54978
HRASLS2	54979
C2orf42	54980
NMRK1	54981
CLN6	54982
PINX1	54984
HCFC1R1	54985
ULK4	54986
C1orf123	54987
ACSM5	54988
ZNF770	54989
C1orf159	54991
ZSCAN2	54993
GID8	54994
OXSM	54995
MARC2	54996
TESC	54997
AURKAIP1	54998
TTC22	55001
TMCO3	55002
PAK1IP1	55003
LAMTOR1	55004
RMND1	55005
TRMT61B	55006
FAM118A	55007
HERC6	55008
C19orf24	55009
PARPBP	55010
PIH1D1	55011
PPP2R3C	55012
CCDC109B	55013
STX17	55014
PRPF39	55015
MARCH1	55016
C14orf119	55017
TTC38	55020
PID1	55022
PHIP	55023
BANK1	55024
TMEM255A	55026
HEATR3	55027
C17orf80	55028
FBXO34	55030
USP47	55031
SLC35A5	55032
FKBP14	55033
MOCOS	55034
NOL8	55035
CCDC40	55036
PTCD3	55037
CDCA4	55038
TRMT12	55039
EPN3	55040
PLEKHB2	55041
VPS37C	55048
C19orf60	55049
NRDE2	55051
MRPL20	55052
ATG16L1	55054
ZWILCH	55055
AIM1L	55057
SUSD4	55061
WIPI1	55062
ZCWPW1	55063
SPATA6L	55064
SLC52A1	55065
PDPR	55066
ENOX1	55068
TMEM248	55069
DET1	55070
C9orf40	55071
RNF31	55072
OXR1	55074
UACA	55075
TMEM45A	55076
FEZF2	55079
TAPBPL	55080
IFT57	55081
ARGLU1	55082
KIF26B	55083
SOBP	55084
CXorf57	55086
C10orf118	55088
SLC38A4	55089
MED9	55090
TMEM51	55092
WDYHV1	55093
GPATCH1	55094
SAMD4B	55095
EBLN2	55096
WDR70	55100
ATP5SL	55101
ATG2B	55102
RALGPS2	55103
GPATCH2	55105
SLFN12	55106
ANO1	55107
BSDC1	55108
AGGF1	55109
MAGOHB	55110
PLEKHJ1	55111
WDR60	55112
XKR8	55113
ARHGAP17	55114
TMEM39B	55116
SLC6A15	55117
CRTAC1	55118
PRPF38B	55119
FANCL	55120
AKIRIN2	55122
PIWIL2	55124
CEP192	55125
HEATR1	55127
TRIM68	55128
ANO10	55129
ARMC4	55130
RBM28	55131
LARP1B	55132
SRBD1	55133
WRAP53	55135
FIGN	55137
FAM90A1	55138
ANKZF1	55139
ELP3	55140
HAUS2	55142
CDCA8	55143
LRRC8D	55144
THAP1	55145
ZDHHC4	55146
RBM23	55147
UBR7	55148
MTPAP	55149
C19orf73	55150
TMEM38B	55151
DALRD3	55152
SDAD1	55153
MSTO1	55154
ARMC1	55156
DARS2	55157
RFWD3	55159
ARHGEF10L	55160
TMEM33	55161
PNPO	55163
SHQ1	55164
CEP55	55165
CENPQ	55166
MSL2	55167
MRPS18A	55168
PRMT6	55170
TBCCD1	55171
DNAAF2	55172
MRPS10	55173
INTS10	55174
KLHL11	55175
SEC61A2	55176
RMDN3	55177
RNMTL1	55178
FAIM	55179
LINS	55180
SMG8	55181
RNF220	55182
RIF1	55183
DZANK1	55184
SLC25A36	55186
VPS13D	55187
RIC8B	55188
NUDT11	55190
NADSYN1	55191
DNAJC17	55192
PBRM1	55193
EVA1B	55194
C14orf105	55195
KIAA1551	55196
RPRD1A	55197
APPL2	55198
FAM86C1	55199
PLEKHG6	55200
MAP1S	55201
LGI2	55203
GOLPH3L	55204
ZNF532	55205
SBNO1	55206
ARL8B	55207
DCUN1D2	55208
SETD5	55209
ATAD3A	55210
DPPA4	55211
BBS7	55212
RCBTB1	55213
LEPREL1	55214
FANCI	55215
C11orf57	55216
TMLHE	55217
EXD2	55218
TMEM57	55219
KLHDC8A	55220
LRRC20	55222
TRIM62	55223
ETNK2	55224
RAVER2	55225
NAT10	55226
LRRC1	55227
PNMAL1	55228
PANK4	55229
USP40	55230
CCDC87	55231
MOB1A	55233
SMU1	55234
UBA6	55236
VRTN	55237
SLC38A7	55238
OGFOD1	55239
STEAP3	55240
KIRREL	55243
SLC47A1	55244
CCDC25	55246
NEIL3	55247
TMEM206	55248
YY1AP1	55249
ELP2	55250
PCMTD2	55251
ASXL2	55252
TYW1	55253
TMEM39A	55254
WDR41	55255
ADI1	55256
MRGBP	55257
THNSL2	55258
CASC1	55259
TMEM143	55260
C7orf43	55262
TMEM19	55266
C22orf26	55267
ECHDC2	55268
PSPC1	55269
NUDT15	55270
IMP3	55272
TMEM100	55273
PHF10	55274
VPS53	55275
PGM2	55276
FGGY	55277
QRSL1	55278
ZNF654	55279
CWF19L1	55280
TMEM140	55281
LRRC36	55282
MCOLN3	55283
UBE2W	55284
RBM41	55285
C4orf19	55286
TMEM40	55287
RHOT1	55288
ACOXL	55289
BRF2	55290
PPP6R3	55291
UEVLD	55293
FBXW7	55294
KLHL26	55295
TBC1D19	55296
CCDC91	55297
RNF121	55298
BRIX1	55299
PI4K2B	55300
OLAH	55301
GIMAP4	55303
SPTLC3	55304
DDX19A	55308
ZNF444	55311
RFK	55312
CPPED1	55313
TMEM144	55314
SLC29A3	55315
RSAD1	55316
AP5S1	55317
TMA16	55319
MIS18BP1	55320
TMEM74B	55321
C5orf22	55322
LARP6	55323
ABCF3	55324
UFSP2	55325
AGPAT5	55326
LIN7C	55327
RNLS	55328
MNS1	55329
BLOC1S4	55330
ACER3	55331
DRAM1	55332
SYNJ2BP	55333
SLC39A9	55334
NIPSNAP3B	55335
FBXL8	55336
C19orf66	55337
WDR33	55339
GIMAP5	55340
LSG1	55341
STRBP	55342
SLC35C1	55343
PLCXD1	55344
C4orf21	55345
TCP11L1	55346
ABHD10	55347
CHDH	55349
VNN3	55350
STK32B	55351
COPRS	55352
LAPTM4B	55353
HJURP	55355
SLC22A15	55356
TBC1D2	55357
STYK1	55359
PI4K2A	55361
TMEM63B	55362
HEMGN	55363
IMPACT	55364
TMEM176A	55365
LGR4	55366
PIDD	55367
PPP4R1L	55370
TMCO6	55374
LRRC59	55379
MCM10	55388
C17orf85	55421
ZNF331	55422
SIRPG	55423
YOD1	55432
AP1AR	55435
STRADB	55437
DHRS4-AS1	55449
CAMK2N1	55450
CSGALNACT2	55454
DNAJA4	55466
NDUFAF7	55471
RBM12B-AS1	55472
PARL	55486
ETNK1	55500
CHST12	55501
HES6	55502
TRPV6	55503
TNFRSF19	55504
NOP10	55505
H2AFY2	55506
GPRC5D	55507
SLC35E3	55508
BATF3	55509
DDX43	55510
SAGE1	55511
SMPD3	55512
ASIC4	55515
ELAC1	55520
TRIM36	55521
DHTKD1	55526
FEM1A	55527
TMEM55A	55529
ELMOD1	55531
SLC30A10	55532
MAML3	55534
CDCA7L	55536
IL17RB	55540
RBM38	55544
ZNF823	55552
SOX6	55553
KLK15	55554
ENOSF1	55556
PLXNA3	55558
HAUS7	55559
CDC42BPG	55561
ZNF821	55565
DNAH3	55567
GALNT10	55568
CNOT11	55571
FOXRED1	55572
CDV3	55573
STAB2	55576
NAGK	55577
SUPT20H	55578
KIF27	55582
CHRNA9	55584
UBE2Q1	55585
MIOX	55586
MED29	55588
BMP2K	55589
VEZT	55591
OTUD5	55593
ZCCHC8	55596
RNPC3	55599
ITLN1	55600
DDX60	55601
CDKN2AIP	55602
FAM46A	55603
LRRC16A	55604
KIF21A	55605
PPP1R9A	55607
ANKRD10	55608
ZNF280C	55609
CCDC132	55610
OTUB1	55611
FERMT1	55612
MTMR8	55613
KIF16B	55614
PRR5	55615
ASAP3	55616
TASP1	55617
DOCK10	55619
TRMT1	55621
TTC27	55622
THUMPD1	55623
POMGNT1	55624
ZDHHC7	55625
AMBRA1	55626
SMPD4	55627
ZNF407	55628
PNRC2	55629
SLC39A4	55630
LRRC40	55631
G2E3	55632
TBC1D22B	55633
KRBOX4	55634
DEPDC1	55635
CHD7	55636
SYBU	55638
FLVCR2	55640
BTBD2	55643
OSGEP	55644
LYAR	55646
RAB20	55647
PIGV	55650
NHP2	55651
SLC48A1	55652
BCAS4	55653
TMEM127	55654
NLRP2	55655
INTS8	55656
ZNF692	55657
RNF126	55658
ZNF416	55659
PRPF40A	55660
DDX27	55661
HIF1AN	55662
ZNF446	55663
CDC37L1	55664
URGCP	55665
NPLOC4	55666
DENND4C	55667
GPATCH2L	55668
MFN1	55669
PEX26	55670
SMEK1	55671
SLC30A6	55676
IWS1	55677
LIMS2	55679
RUFY2	55680
SCYL2	55681
KANSL3	55683
RABL6	55684
MREG	55686
TRMU	55687
YEATS2	55689
PACS1	55690
FRMD4A	55691
LUC7L	55692
KDM4D	55693
NSUN5	55695
RBM22	55696
VAC14	55697
RADIL	55698
IARS2	55699
MAP7D1	55700
ARHGEF40	55701
CCDC94	55702
POLR3B	55703
CCDC88A	55704
IPO9	55705
NECAP2	55707
KBTBD4	55709
FAR2	55711
ZNF334	55713
TENM3	55714
DOK4	55715
LMBR1L	55716
WDR11	55717
POLR3E	55718
FAM178A	55719
TSR1	55720
IQCC	55721
CEP72	55722
ASF1B	55723
ASUN	55726
BTBD7	55727
N4BP2	55728
ATF7IP	55729
FAM222B	55731
C1orf112	55732
HHAT	55733
ZFP64	55734
DNAJC11	55735
VPS35	55737
ARFGAP1	55738
CARKD	55739
ENAH	55740
EDEM2	55741
PARVA	55742
CHFR	55743
COA1	55744
AP5M1	55745
NUP133	55746
CNDP2	55748
CCAR1	55749
AGK	55750
TMEM184C	55751
SEPT11	55752
OGDHL	55753
TMEM30A	55754
CDK5RAP2	55755
INTS9	55756
UGGT2	55757
RCOR3	55758
WDR12	55759
DHX32	55760
TTC17	55761
ZNF701	55762
EXOC1	55763
IFT122	55764
C1orf106	55765
H2AFJ	55766
NGLY1	55768
ZNF83	55769
EXOC2	55770
PRR11	55771
TBC1D23	55773
TDP1	55775
SAYSD1	55776
MBD5	55777
ZNF839	55778
WDR52	55779
RIOK2	55781
MCTP2	55784
FGD6	55785
ZNF415	55786
TXLNG	55787
LMBRD1	55788
DEPDC1B	55789
CSGALNACT1	55790
LRIF1	55791
FAM63A	55793
DDX28	55794
PCID2	55795
MBNL3	55796
METTL2B	55798
CACNA2D3	55799
SCN3B	55800
IL26	55801
ADAP2	55803
LRP2BP	55805
HR	55806
ST6GALNAC1	55808
TRERF1	55809
FOXJ2	55810
ADCY10	55811
SPATA7	55812
UTP6	55813
BDP1	55814
TSNAXIP1	55815
DOK5	55816
KDM3A	55818
RNF130	55819
ALLC	55821
PAG1	55824
PECR	55825
DCAF6	55827
VIMP	55829
GLT8D1	55830
EMC3	55831
CAND1	55832
UBAP2	55833
CENPJ	55835
EAPP	55837
CENPN	55839
EAF2	55840
WWC3	55841
ARHGAP15	55843
PPP2R2D	55844
BRK1	55845
ITFG2	55846
CISD1	55847
PLGRKT	55848
USE1	55850
PSENEN	55851
TEX2	55852
ZC3H15	55854
ACOT13	55856
TMEM165	55858
BEX1	55859
ACTR10	55860
DBNDD2	55861
ECHDC1	55862
TMEM126B	55863
SLC22A11	55867
HDAC8	55869
ASH1L	55870
CBWD1	55871
PBK	55872
GSDMB	55876
GABRQ	55879
WSB2	55884
LMO3	55885
ZKSCAN7	55888
GOLGA6B	55889
GPRC5C	55890
LENEP	55891
MYNN	55892
ZNF395	55893
DEFB103B	55894
MESP1	55897
UNC45A	55898
ZNF302	55900
THSD1	55901
ACSS2	55902
RNF114	55905
ZC4H2	55906
CMAS	55907
C19orf80	55908
BIN3	55909
APOBR	55911
ERBB2IP	55914
LANCL2	55915
NXT2	55916
CTTNBP2NL	55917
RCC2	55920
NKRF	55922
FAM212B	55924
DMAP1	55929
MYO5C	55930
APOM	55937
ZMAT5	55954
LIN37	55957
KLHL9	55958
SULF2	55959
SEPT3	55964
AJAP1	55966
NDUFA12	55967
NSFL1C	55968
C20orf24	55969
GNG12	55970
BAIAP2L1	55971
SLC25A40	55972
BCAP29	55973
SLC50A1	55974
KLHL7	55975
CFC1	55997
NXF5	55998
NXF3	56000
NXF2	56001
C19orf10	56005
SMG9	56006
BARX1	56033
PDGFC	56034
ALG1	56052
UBFD1	56061
KLHL4	56062
TMEM234	56063
PCDHGC5	56097
PCDHGC4	56098
PCDHGB7	56099
PCDHGB6	56100
PCDHGB3	56102
PCDHGB2	56103
PCDHGB1	56104
PCDHGA11	56105
PCDHGA10	56106
PCDHGA9	56107
PCDHGA7	56108
PCDHGA6	56109
PCDHGA5	56110
PCDHGA4	56111
PCDHGA3	56112
PCDHGA2	56113
PCDHGA1	56114
PCDHB15	56121
PCDHB14	56122
PCDHB13	56123
PCDHB12	56124
PCDHB11	56125
PCDHB10	56126
PCDHB8	56128
PCDHB7	56129
PCDHB6	56130
PCDHB4	56131
PCDHB3	56132
PCDHB2	56133
PCDHAC2	56134
PCDHAC1	56135
PCDHA13	56136
PCDHA12	56137
PCDHA11	56138
PCDHA10	56139
PCDHA8	56140
PCDHA7	56141
PCDHA6	56142
PCDHA5	56143
PCDHA4	56144
PCDHA3	56145
PCDHA2	56146
PCDHA1	56147
TEX15	56154
TEX14	56155
TEX13B	56156
TEX13A	56157
TEX12	56158
TEX11	56159
NDNL2	56160
RNF17	56163
STK31	56164
TDRD1	56165
GSDMC	56169
DNAH7	56171
ANKH	56172
MOSPD1	56180
MTFR1L	56181
LMOD3	56203
FAM214A	56204
SUSD2	56241
ZNF253	56242
KIAA1217	56243
BTNL2	56244
C21orf62	56245
MRAP	56246
YLPM1	56252
CRTAM	56253
RNF20	56254
TMX4	56255
SERTAD4	56256
MEPCE	56257
CTNNBL1	56259
C8orf44	56260
GPCPD1	56261
LRRC8A	56262
CPXM1	56265
CCBL2	56267
IRGC	56269
WDR45B	56270
BEX4	56271
GKN1	56287
PARD3	56288
IL36G	56300
SLC7A10	56301
TRPV5	56302
ANKRD7	56311
METTL3	56339
PRMT8	56341
PPAN	56342
CABP5	56344
LTB4R2	56413
CTPS2	56474
RPRM	56475
CCL28	56477
EIF4ENIF1	56478
KCNQ5	56479
DNAJC12	56521
MMP26	56547
CHST7	56548
CYP26B1	56603
ERO1LB	56605
SLC2A9	56606
DIABLO	56616
INPP5E	56623
ASAH2	56624
BCCIP	56647
EIF5A2	56648
TMPRSS4	56649
CLDND1	56650
NPDC1	56654
POLE4	56655
OR2S2	56656
TRIM39	56658
KCNK13	56659
KCNK12	56660
PANX2	56666
MUC13	56667
SUCNR1	56670
AKIP1	56672
C11orf16	56673
TMEM9B	56674
NRIP3	56675
ASCL3	56676
SAR1A	56681
C21orf59	56683
JPH1	56704
RETN	56729
SLC2A4RG	56731
BARHL1	56751
FMN2	56776
ZC3HAV1	56829
IFNK	56832
SLAMF8	56833
GPR137	56834
SPHK2	56848
TCEAL7	56849
GRIPAP1	56850
EMC7	56851
RAD18	56852
CELF4	56853
CDC42SE1	56882
FSTL5	56884
UGGT1	56886
KCMF1	56888
TM9SF3	56889
MDM1	56890
LGALS14	56891
C8orf4	56892
UBQLN4	56893
AGPAT3	56894
AGPAT4	56895
DPYSL5	56896
WRNIP1	56897
BDH2	56898
ANKS1B	56899
TMEM167B	56900
NDUFA4L2	56901
PNO1	56902
PAPOLB	56903
SH3GLB2	56904
C15orf39	56905
THAP10	56906
SPIRE1	56907
STARD7	56910
MAP3K7CL	56911
IFT46	56912
C1GALT1	56913
OTOR	56914
EXOSC5	56915
SMARCAD1	56916
MEIS3	56917
C2orf83	56918
DHX33	56919
SEMA3G	56920
MCCC1	56922
NMUR2	56923
PAK6	56924
LXN	56925
NCLN	56926
GPR108	56927
FEM1C	56929
DUS3L	56931
CA10	56934
SMCO4	56935
CCDC177	56936
PMEPA1	56937
ARNTL2	56938
DUSP22	56940
CMC2	56942
ENY2	56943
OLFML3	56944
MRPS22	56945
C11orf30	56946
MFF	56947
SDR39U1	56948
XAB2	56949
SMYD2	56950
C5orf15	56951
PRTFDC1	56952
NT5M	56953
NIT2	56954
MEPE	56955
LHX9	56956
OTUD7B	56957
SHD	56961
RGMA	56963
WDR93	56964
PARP6	56965
C14orf132	56967
ATXN7L3	56970
CEACAM19	56971
